school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,MG1,MG2,MG3,PG1,PG2,PG3,_merge,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,alc,Pedu
GP,F,17,U,GT3,A,2,1,other,other,course,yes,yes,12.0,10.0,12.0,15.0,15.0,16.0,both,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,10.0,3.0,3
GP,F,17,U,LE3,T,4,3,health,other,reputation,yes,yes,13.0,13.0,14.0,14.0,12.0,12.0,both,father,1.0,2.0,0.0,no,no,no,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,14.0,3.0,7
GP,M,17,R,GT3,T,2,2,other,other,course,yes,yes,11.0,11.0,11.0,12.0,13.0,13.0,both,father,2.0,2.0,0.0,no,yes,yes,yes,yes,no,4.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,4
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,yes,yes,11.0,9.0,9.0,13.0,13.0,13.0,both,mother,1.0,2.0,0.0,yes,yes,no,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,14.0,4.0,8
GP,M,16,U,GT3,T,4,4,health,other,reputation,yes,yes,14.0,13.0,13.0,13.0,13.0,14.0,both,father,1.0,2.0,0.0,no,yes,yes,yes,yes,no,4.0,2.0,4.0,2.0,4.0,1.0,2.0,6.0,8
GP,M,16,U,LE3,T,1,1,other,other,home,yes,yes,9.0,7.0,6.0,9.0,9.0,9.0,both,mother,2.0,2.0,0.0,no,yes,yes,no,yes,no,3.0,4.0,2.0,1.0,1.0,5.0,18.0,2.0,2
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,yes,yes,11.0,9.0,10.0,12.0,12.0,12.0,both,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,5.0,3.0,3.0,1.0,3.0,2.0,10.0,4.0,5
GP,M,17,U,LE3,T,2,2,other,other,home,no,yes,14.0,13.0,13.0,16.0,16.0,16.0,both,father,1.0,2.0,0.0,no,no,yes,yes,yes,yes,4.0,4.0,2.0,5.0,5.0,4.0,4.0,10.0,4
GP,F,16,U,GT3,T,2,1,other,other,home,yes,yes,13.0,12.0,12.0,9.0,10.0,10.0,both,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,4.0,5.0,2.0,1.0,1.0,5.0,20.0,2.0,3
GP,F,17,R,GT3,T,2,1,at_home,services,course,yes,no,13.0,11.0,11.0,13.0,13.0,13.0,both,mother,3.0,2.0,0.0,no,no,no,yes,yes,no,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3
GP,M,18,U,GT3,T,2,2,other,services,reputation,yes,yes,7.0,7.0,0.0,8.0,7.0,8.0,both,father,1.0,2.0,1.0,no,no,no,no,no,no,5.0,5.0,4.0,3.0,5.0,2.0,0.0,8.0,4
GP,M,17,U,LE3,T,4,3,health,other,course,yes,yes,12.0,12.0,12.0,15.0,15.0,15.0,both,mother,2.0,2.0,0.0,no,no,no,yes,yes,yes,2.0,5.0,5.0,1.0,4.0,5.0,14.0,5.0,7
GP,M,17,R,LE3,A,4,4,teacher,other,course,yes,yes,10.0,11.0,12.0,12.0,12.0,12.0,both,mother,2.0,2.0,0.0,no,yes,yes,no,yes,no,3.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,8
GP,M,16,U,LE3,T,4,3,teacher,other,course,no,yes,6.0,0.0,0.0,14.0,14.0,15.0,both,mother,1.0,1.0,0.0,no,no,no,yes,yes,no,5.0,4.0,5.0,1.0,1.0,3.0,0.0,2.0,7
GP,M,16,U,GT3,T,4,4,services,services,course,yes,yes,13.0,12.0,12.0,15.0,13.0,13.0,both,mother,1.0,1.0,0.0,no,no,no,yes,yes,no,5.0,3.0,2.0,1.0,2.0,5.0,0.0,3.0,8
GP,F,18,U,GT3,T,2,1,other,other,course,no,yes,7.0,0.0,0.0,12.0,10.0,11.0,both,other,2.0,3.0,0.0,no,yes,yes,no,yes,yes,4.0,4.0,4.0,1.0,1.0,3.0,0.0,2.0,3
GP,M,16,U,GT3,T,2,1,other,other,course,yes,yes,18.0,18.0,18.0,15.0,16.0,16.0,both,mother,3.0,1.0,0.0,no,no,no,no,yes,no,4.0,3.0,3.0,1.0,1.0,4.0,6.0,2.0,3
GP,M,17,U,GT3,T,2,3,other,other,course,yes,yes,12.0,12.0,13.0,9.0,12.0,13.0,both,father,2.0,1.0,0.0,no,no,no,no,yes,no,5.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,5
GP,M,22,U,GT3,T,3,1,services,services,other,no,yes,6.0,8.0,8.0,7.0,8.0,5.0,both,mother,1.0,1.0,3.0,no,no,no,no,no,yes,5.0,4.0,5.0,5.0,5.0,1.0,16.0,10.0,4
GP,M,18,R,LE3,T,3,3,other,services,course,yes,yes,3.0,5.0,5.0,10.0,9.0,10.0,both,mother,1.0,2.0,1.0,no,yes,no,no,yes,yes,4.0,3.0,3.0,1.0,3.0,5.0,8.0,4.0,6
GP,M,16,U,GT3,T,0,2,other,other,other,no,yes,13.0,15.0,15.0,11.0,12.0,11.0,both,mother,1.0,1.0,0.0,no,no,yes,no,yes,no,4.0,3.0,2.0,2.0,4.0,5.0,0.0,6.0,2
GP,M,18,U,GT3,T,3,2,services,other,course,yes,yes,6.0,8.0,8.0,7.0,8.0,7.0,both,mother,2.0,1.0,1.0,no,no,no,no,no,no,4.0,4.0,5.0,2.0,4.0,5.0,0.0,6.0,5
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,no,yes,7.0,10.0,10.0,9.0,11.0,10.0,both,other,3.0,2.0,0.0,yes,yes,no,no,yes,no,5.0,3.0,3.0,1.0,3.0,2.0,6.0,4.0,6
GP,M,18,U,GT3,T,2,1,services,services,other,no,yes,6.0,9.0,8.0,7.0,8.0,6.0,both,mother,1.0,1.0,1.0,no,no,no,no,no,no,3.0,2.0,5.0,2.0,5.0,5.0,4.0,7.0,3
GP,M,16,R,GT3,T,2,1,other,other,course,no,no,8.0,9.0,8.0,14.0,13.0,12.0,both,mother,2.0,1.0,0.0,no,no,no,yes,yes,no,3.0,3.0,2.0,1.0,3.0,3.0,0.0,4.0,3
GP,M,17,R,GT3,T,2,1,other,other,course,no,yes,8.0,12.0,12.0,12.0,12.0,13.0,both,mother,1.0,1.0,0.0,no,no,no,no,yes,no,4.0,4.0,2.0,2.0,4.0,5.0,0.0,6.0,3
GP,M,17,U,LE3,T,1,1,health,other,course,yes,yes,7.0,9.0,8.0,9.0,10.0,10.0,both,mother,2.0,1.0,1.0,no,yes,no,yes,yes,no,4.0,4.0,4.0,1.0,2.0,5.0,2.0,3.0,2
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,yes,yes,14.0,12.0,13.0,14.0,15.0,17.0,both,mother,1.0,4.0,0.0,no,yes,yes,yes,yes,no,4.0,2.0,3.0,1.0,1.0,4.0,6.0,2.0,6
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,yes,yes,11.0,11.0,11.0,11.0,13.0,14.0,both,mother,1.0,2.0,0.0,no,yes,no,no,yes,no,4.0,3.0,1.0,1.0,1.0,1.0,12.0,2.0,7
GP,M,18,U,GT3,T,2,1,other,other,home,yes,yes,15.0,14.0,14.0,16.0,16.0,16.0,both,mother,1.0,2.0,0.0,no,no,no,yes,yes,no,5.0,2.0,4.0,1.0,2.0,4.0,8.0,3.0,3
GP,F,17,U,LE3,T,2,2,services,services,course,yes,yes,10.0,9.0,0.0,10.0,11.0,12.0,both,father,1.0,4.0,0.0,no,no,yes,yes,yes,yes,3.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,4
GP,F,18,U,GT3,T,4,3,services,other,home,yes,yes,17.0,18.0,18.0,15.0,15.0,15.0,both,father,1.0,2.0,0.0,no,yes,yes,no,yes,yes,3.0,1.0,2.0,1.0,3.0,2.0,21.0,4.0,7
GP,M,18,U,GT3,T,4,3,teacher,other,course,no,yes,8.0,8.0,8.0,10.0,10.0,11.0,both,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,7
GP,M,18,R,GT3,T,3,2,other,other,course,no,no,13.0,12.0,12.0,10.0,11.0,12.0,both,mother,1.0,3.0,0.0,no,no,no,yes,yes,no,5.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,5
GP,F,17,U,GT3,T,3,3,other,other,home,no,no,10.0,9.0,9.0,15.0,12.0,13.0,both,mother,1.0,3.0,0.0,no,no,no,yes,yes,no,3.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,6
GP,F,18,U,GT3,T,2,2,at_home,services,home,yes,yes,9.0,10.0,0.0,11.0,12.0,13.0,both,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,4
GP,M,18,R,LE3,A,3,4,other,other,reputation,yes,yes,17.0,17.0,17.0,15.0,16.0,16.0,both,mother,2.0,2.0,0.0,no,yes,yes,yes,yes,no,4.0,2.0,5.0,3.0,4.0,1.0,13.0,7.0,7
GP,M,17,U,GT3,T,3,1,services,other,other,yes,yes,9.0,9.0,10.0,11.0,11.0,14.0,both,mother,1.0,2.0,0.0,no,no,yes,yes,yes,yes,5.0,4.0,4.0,3.0,4.0,5.0,2.0,7.0,4
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,yes,yes,12.0,10.0,11.0,10.0,11.0,12.0,both,mother,2.0,2.0,0.0,no,no,yes,yes,yes,no,4.0,3.0,4.0,2.0,2.0,4.0,8.0,4.0,8
GP,M,18,U,GT3,T,4,2,health,other,reputation,yes,yes,10.0,9.0,10.0,10.0,12.0,14.0,both,father,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,5.0,4.0,5.0,1.0,3.0,5.0,10.0,4.0,6
GP,F,18,R,GT3,T,2,1,other,other,reputation,yes,yes,6.0,0.0,0.0,8.0,9.0,10.0,both,mother,2.0,2.0,0.0,no,yes,no,no,no,yes,4.0,3.0,5.0,1.0,2.0,3.0,0.0,3.0,3
GP,F,19,U,GT3,T,3,3,other,services,home,yes,yes,9.0,9.0,9.0,11.0,12.0,12.0,both,other,1.0,2.0,2.0,no,yes,yes,yes,yes,no,4.0,3.0,5.0,3.0,3.0,5.0,15.0,6.0,6
GP,F,18,U,GT3,T,2,3,other,services,reputation,yes,yes,15.0,14.0,14.0,16.0,16.0,16.0,both,father,1.0,4.0,0.0,no,yes,yes,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,4.0,4.0,5
GP,F,18,U,LE3,T,1,1,other,other,home,no,no,11.0,11.0,11.0,13.0,13.0,13.0,both,mother,2.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,no,no,15.0,14.0,14.0,16.0,17.0,18.0,both,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,3.0,5.0,2.0,2.0,2.0,1.0,2.0,4.0,3
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,yes,yes,10.0,10.0,10.0,15.0,16.0,16.0,both,mother,2.0,2.0,0.0,no,yes,yes,no,yes,yes,4.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,6
GP,F,17,U,LE3,T,2,2,services,other,course,yes,yes,12.0,12.0,12.0,12.0,12.0,12.0,both,mother,2.0,2.0,0.0,yes,yes,yes,no,yes,yes,4.0,4.0,4.0,2.0,3.0,5.0,6.0,5.0,4
GP,F,18,R,GT3,A,3,2,other,services,home,no,yes,10.0,9.0,9.0,12.0,9.0,10.0,both,mother,2.0,2.0,0.0,no,no,no,no,no,yes,4.0,1.0,1.0,1.0,1.0,5.0,75.0,2.0,5
GP,M,18,U,GT3,T,4,4,teacher,services,home,yes,yes,9.0,9.0,9.0,11.0,12.0,12.0,both,mother,2.0,1.0,0.0,no,no,yes,yes,yes,no,3.0,2.0,4.0,1.0,4.0,3.0,22.0,5.0,8
GP,F,18,U,GT3,T,4,4,health,health,reputation,yes,yes,9.0,8.0,8.0,14.0,12.0,13.0,both,father,1.0,2.0,1.0,yes,yes,no,yes,yes,yes,2.0,4.0,4.0,1.0,1.0,4.0,15.0,2.0,8
GP,M,18,U,LE3,T,4,3,teacher,services,course,yes,yes,10.0,11.0,10.0,10.0,10.0,10.0,both,mother,2.0,1.0,0.0,no,no,yes,yes,yes,no,4.0,2.0,3.0,1.0,2.0,1.0,8.0,3.0,7
GP,M,17,U,LE3,A,4,1,services,other,home,yes,yes,8.0,8.0,8.0,11.0,11.0,10.0,both,mother,2.0,1.0,0.0,no,no,yes,yes,yes,yes,4.0,5.0,4.0,2.0,4.0,5.0,30.0,6.0,5
GP,M,17,U,LE3,A,3,2,teacher,services,home,yes,yes,11.0,9.0,10.0,13.0,13.0,13.0,both,mother,1.0,1.0,1.0,no,no,no,no,yes,no,4.0,4.0,4.0,3.0,4.0,3.0,19.0,7.0,5
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,yes,no,12.0,12.0,12.0,17.0,17.0,18.0,both,mother,2.0,4.0,0.0,no,yes,yes,yes,yes,no,5.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2
GP,F,18,U,GT3,T,1,1,other,other,home,yes,yes,8.0,9.0,10.0,12.0,13.0,13.0,both,mother,2.0,2.0,0.0,yes,no,no,yes,yes,no,5.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,2
GP,F,17,U,GT3,T,2,2,other,other,course,no,yes,10.0,9.0,11.0,12.0,12.0,14.0,both,mother,1.0,2.0,0.0,no,yes,no,no,yes,no,5.0,4.0,5.0,1.0,2.0,5.0,4.0,3.0,4
GP,M,17,U,GT3,T,1,1,other,other,reputation,no,yes,12.0,10.0,11.0,12.0,12.0,12.0,both,father,1.0,2.0,0.0,no,no,yes,no,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,2
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,yes,yes,18.0,18.0,19.0,18.0,18.0,18.0,both,mother,1.0,3.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,1.0,2.0,2.0,5.0,3.0,4
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,yes,yes,13.0,12.0,12.0,13.0,13.0,14.0,both,mother,1.0,3.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,6.0,2.0,2
GP,M,18,U,GT3,T,2,1,services,services,reputation,yes,yes,15.0,14.0,14.0,14.0,15.0,15.0,both,mother,1.0,3.0,0.0,no,no,yes,yes,yes,no,4.0,2.0,4.0,1.0,3.0,2.0,6.0,4.0,3
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,yes,yes,15.0,13.0,15.0,17.0,17.0,17.0,both,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,no,5.0,4.0,3.0,1.0,1.0,2.0,9.0,2.0,8
GP,M,18,U,GT3,T,4,2,teacher,other,home,yes,yes,12.0,11.0,11.0,15.0,16.0,16.0,both,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,4.0,5.0,11.0,5.0,6
GP,F,17,U,GT3,T,4,3,health,services,reputation,yes,yes,15.0,15.0,15.0,17.0,18.0,18.0,both,mother,1.0,3.0,0.0,no,yes,yes,no,yes,no,4.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,7
GP,F,18,U,LE3,T,2,1,services,at_home,reputation,yes,yes,12.0,12.0,13.0,,,,left_only,mother,1.0,2.0,1.0,no,no,no,no,yes,yes,5.0,4.0,3.0,1.0,1.0,5.0,12.0,2.0,3
GP,F,17,R,LE3,T,3,1,services,other,reputation,yes,no,18.0,18.0,18.0,18.0,19.0,19.0,both,mother,2.0,4.0,0.0,no,yes,yes,no,yes,no,3.0,1.0,2.0,1.0,1.0,3.0,6.0,2.0,4
GP,M,18,R,LE3,T,3,2,services,other,reputation,yes,yes,14.0,13.0,14.0,14.0,15.0,15.0,both,mother,2.0,3.0,0.0,no,yes,yes,yes,yes,no,5.0,4.0,2.0,1.0,1.0,4.0,8.0,2.0,5
GP,M,17,U,GT3,T,3,3,health,other,home,yes,yes,14.0,12.0,11.0,14.0,15.0,15.0,both,mother,1.0,1.0,0.0,no,yes,yes,no,yes,no,4.0,4.0,3.0,1.0,3.0,5.0,4.0,4.0,6
GP,F,19,U,GT3,T,4,4,health,other,reputation,yes,yes,10.0,9.0,0.0,14.0,13.0,13.0,both,other,2.0,2.0,0.0,no,yes,yes,yes,yes,no,2.0,3.0,4.0,2.0,3.0,2.0,0.0,5.0,8
GP,F,18,U,LE3,T,4,3,other,other,home,yes,yes,10.0,8.0,8.0,13.0,14.0,14.0,both,other,2.0,2.0,0.0,no,yes,yes,no,yes,yes,4.0,4.0,5.0,1.0,2.0,2.0,10.0,3.0,7
GP,F,18,U,GT3,T,4,3,other,other,reputation,yes,yes,14.0,13.0,14.0,16.0,17.0,17.0,both,father,1.0,4.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,7
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,yes,yes,16.0,15.0,16.0,18.0,18.0,17.0,both,mother,1.0,1.0,0.0,no,yes,yes,no,yes,yes,1.0,4.0,2.0,2.0,2.0,1.0,5.0,4.0,8
GP,F,18,U,LE3,A,4,4,health,other,home,yes,yes,12.0,10.0,11.0,14.0,15.0,15.0,both,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,4.0,2.0,4.0,1.0,1.0,4.0,14.0,2.0,8
GP,M,17,U,LE3,T,4,4,other,teacher,home,yes,yes,11.0,11.0,10.0,12.0,13.0,13.0,both,father,2.0,1.0,0.0,no,no,yes,no,yes,no,4.0,1.0,1.0,2.0,2.0,5.0,0.0,4.0,8
GP,F,17,U,GT3,T,4,2,other,other,reputation,yes,yes,15.0,12.0,14.0,16.0,16.0,16.0,both,mother,2.0,3.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,6
GP,F,17,U,GT3,T,3,2,health,health,reputation,no,yes,17.0,17.0,18.0,18.0,18.0,18.0,both,father,1.0,4.0,0.0,no,yes,yes,yes,yes,no,5.0,2.0,2.0,1.0,2.0,5.0,0.0,3.0,5
GP,M,19,U,GT3,T,3,3,other,other,home,yes,yes,15.0,14.0,13.0,,,,left_only,other,1.0,2.0,1.0,no,yes,no,yes,yes,yes,4.0,4.0,4.0,1.0,1.0,3.0,20.0,2.0,6
GP,F,18,U,GT3,T,2,4,services,at_home,reputation,yes,yes,14.0,12.0,12.0,,,,left_only,other,1.0,2.0,1.0,no,yes,yes,yes,yes,no,4.0,4.0,3.0,1.0,1.0,3.0,8.0,2.0,6
GP,M,20,U,GT3,A,3,2,services,other,course,yes,no,17.0,18.0,18.0,14.0,15.0,15.0,both,other,1.0,1.0,0.0,no,no,no,yes,yes,no,5.0,5.0,3.0,1.0,1.0,5.0,0.0,2.0,5
GP,M,19,U,GT3,T,4,4,teacher,services,reputation,yes,yes,8.0,9.0,8.0,,,,left_only,other,2.0,1.0,1.0,no,yes,yes,no,yes,yes,4.0,3.0,4.0,1.0,1.0,4.0,38.0,2.0,8
GP,M,19,R,GT3,T,3,3,other,services,reputation,yes,no,15.0,12.0,12.0,10.0,10.0,11.0,both,father,1.0,2.0,1.0,no,no,no,yes,yes,yes,4.0,5.0,3.0,1.0,2.0,5.0,0.0,3.0,6
GP,F,19,U,LE3,T,1,1,at_home,other,reputation,no,yes,12.0,10.0,10.0,,,,left_only,other,1.0,2.0,1.0,yes,yes,no,yes,yes,no,4.0,4.0,3.0,1.0,3.0,3.0,18.0,4.0,2
GP,F,19,U,LE3,T,1,2,services,services,home,no,no,9.0,9.0,0.0,,,,left_only,other,1.0,2.0,1.0,no,no,no,yes,yes,yes,4.0,2.0,4.0,2.0,2.0,3.0,0.0,4.0,3
GP,F,19,U,GT3,T,2,1,at_home,other,other,yes,yes,14.0,12.0,13.0,,,,left_only,other,3.0,2.0,0.0,no,yes,no,no,no,yes,3.0,4.0,1.0,1.0,1.0,2.0,20.0,2.0,3
GP,M,19,U,GT3,T,1,2,other,services,course,no,yes,13.0,11.0,11.0,,,,left_only,other,1.0,2.0,1.0,no,no,no,no,yes,no,4.0,5.0,2.0,2.0,2.0,4.0,3.0,4.0,3
GP,F,19,U,LE3,T,3,2,services,other,reputation,no,yes,13.0,10.0,11.0,,,,left_only,other,2.0,2.0,1.0,no,yes,yes,no,yes,yes,4.0,2.0,2.0,1.0,2.0,1.0,22.0,3.0,5
GP,F,19,U,GT3,T,1,1,at_home,health,home,no,yes,15.0,13.0,13.0,,,,left_only,other,1.0,3.0,2.0,no,no,no,no,yes,yes,4.0,1.0,2.0,1.0,1.0,3.0,14.0,2.0,2
GP,F,19,R,GT3,T,2,3,other,other,reputation,yes,yes,13.0,11.0,11.0,,,,left_only,other,1.0,3.0,1.0,no,no,no,no,yes,yes,4.0,1.0,2.0,1.0,1.0,3.0,40.0,2.0,5
GP,F,18,U,GT3,T,2,1,services,other,course,yes,yes,8.0,8.0,0.0,12.0,12.0,15.0,both,mother,2.0,2.0,0.0,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,3
GP,F,18,U,GT3,T,4,3,other,other,course,yes,yes,9.0,10.0,9.0,14.0,15.0,17.0,both,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,yes,4.0,3.0,4.0,1.0,1.0,5.0,9.0,2.0,7
GP,F,17,R,GT3,T,3,4,at_home,services,course,no,yes,11.0,11.0,10.0,15.0,15.0,17.0,both,father,1.0,3.0,0.0,no,yes,yes,yes,yes,no,4.0,3.0,4.0,2.0,5.0,5.0,0.0,7.0,7
GP,F,18,U,GT3,T,4,4,teacher,other,course,yes,yes,11.0,11.0,11.0,12.0,11.0,13.0,both,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,4.0,4.0,3.0,3.0,5.0,2.0,6.0,8
GP,F,17,U,GT3,A,4,3,services,services,course,yes,yes,13.0,13.0,13.0,15.0,14.0,17.0,both,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,5.0,2.0,2.0,1.0,2.0,5.0,23.0,3.0,7
GP,F,17,U,GT3,T,2,2,other,other,course,yes,no,11.0,9.0,9.0,14.0,13.0,13.0,both,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,4.0,2.0,2.0,1.0,1.0,3.0,12.0,2.0,4
GP,F,17,R,LE3,T,2,2,services,services,course,yes,yes,11.0,11.0,11.0,11.0,11.0,10.0,both,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,no,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4
GP,F,17,U,GT3,T,3,1,services,services,course,no,yes,12.0,14.0,15.0,17.0,18.0,17.0,both,father,1.0,3.0,0.0,no,yes,no,no,yes,no,3.0,4.0,3.0,2.0,3.0,5.0,1.0,5.0,4
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,yes,yes,16.0,15.0,15.0,14.0,14.0,15.0,both,father,2.0,3.0,0.0,no,no,no,no,yes,no,3.0,3.0,3.0,2.0,3.0,2.0,0.0,5.0,2
GP,M,18,U,GT3,T,4,4,other,other,course,yes,yes,9.0,12.0,11.0,13.0,14.0,13.0,both,mother,1.0,3.0,0.0,no,no,no,yes,yes,no,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,8
GP,M,17,U,GT3,T,3,3,other,services,reputation,no,yes,14.0,15.0,16.0,17.0,18.0,17.0,both,mother,1.0,1.0,0.0,no,no,no,yes,yes,no,4.0,3.0,5.0,3.0,5.0,5.0,3.0,8.0,6
GP,M,17,R,GT3,T,2,2,services,other,course,yes,yes,11.0,10.0,10.0,11.0,10.0,10.0,both,mother,4.0,1.0,0.0,no,yes,no,no,yes,no,4.0,4.0,5.0,5.0,5.0,4.0,8.0,10.0,4
GP,F,17,U,GT3,T,4,4,teacher,services,course,yes,yes,10.0,9.0,9.0,11.0,11.0,12.0,both,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,no,5.0,4.0,4.0,1.0,3.0,4.0,7.0,4.0,8
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,no,yes,14.0,14.0,14.0,15.0,14.0,15.0,both,mother,2.0,3.0,0.0,no,yes,yes,no,yes,yes,4.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,8
GP,M,18,U,LE3,T,2,2,other,other,course,yes,yes,9.0,8.0,8.0,11.0,11.0,12.0,both,mother,1.0,4.0,0.0,no,yes,no,yes,yes,no,4.0,5.0,5.0,2.0,4.0,5.0,2.0,6.0,4
GP,F,17,R,GT3,T,2,4,at_home,other,course,yes,yes,12.0,14.0,14.0,15.0,15.0,15.0,both,father,1.0,3.0,0.0,no,yes,no,no,yes,yes,4.0,4.0,3.0,1.0,1.0,5.0,7.0,2.0,6
GP,F,18,U,GT3,T,3,3,services,services,home,yes,yes,7.0,0.0,0.0,10.0,11.0,12.0,both,mother,1.0,2.0,0.0,no,no,no,yes,yes,no,5.0,3.0,4.0,1.0,1.0,4.0,0.0,2.0,6
GP,F,18,U,LE3,T,2,2,other,other,home,no,yes,8.0,8.0,0.0,10.0,9.0,12.0,both,other,1.0,2.0,0.0,no,no,no,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,4
GP,F,18,R,GT3,T,2,2,at_home,other,course,yes,no,10.0,9.0,0.0,14.0,13.0,14.0,both,mother,2.0,4.0,0.0,no,no,no,yes,yes,no,4.0,4.0,4.0,1.0,1.0,4.0,0.0,2.0,4
GP,F,17,U,GT3,T,3,4,services,other,course,yes,yes,16.0,15.0,15.0,11.0,13.0,14.0,both,mother,1.0,3.0,0.0,no,no,no,no,yes,no,4.0,4.0,5.0,1.0,3.0,5.0,16.0,4.0,7
GP,F,19,R,GT3,A,3,1,services,at_home,home,yes,no,14.0,13.0,13.0,,,,left_only,other,1.0,3.0,1.0,no,no,yes,no,yes,no,5.0,4.0,3.0,1.0,2.0,5.0,12.0,3.0,4
GP,F,17,U,GT3,T,3,2,other,other,home,yes,yes,7.0,8.0,0.0,12.0,13.0,15.0,both,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,4.0,3.0,2.0,2.0,3.0,2.0,0.0,5.0,5
GP,F,18,U,LE3,T,3,3,services,services,home,yes,yes,16.0,15.0,17.0,14.0,14.0,15.0,both,mother,1.0,4.0,0.0,no,yes,no,no,yes,no,5.0,3.0,3.0,1.0,1.0,1.0,7.0,2.0,6
GP,F,17,R,GT3,A,3,2,other,other,home,yes,yes,9.0,10.0,10.0,14.0,14.0,16.0,both,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,5
GP,F,19,U,GT3,T,2,1,services,services,home,yes,yes,11.0,12.0,11.0,,,,left_only,other,1.0,3.0,1.0,no,no,yes,yes,yes,yes,4.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,3
GP,M,18,U,LE3,T,3,4,services,other,home,yes,yes,16.0,15.0,15.0,16.0,16.0,17.0,both,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,4.0,3.0,3.0,1.0,3.0,5.0,11.0,4.0,7
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,yes,yes,9.0,8.0,0.0,10.0,12.0,14.0,both,father,1.0,2.0,1.0,no,yes,no,no,yes,yes,3.0,3.0,1.0,1.0,2.0,4.0,0.0,3.0,4
